"Date","Price","Open","High","Low","Vol.","Change %"
"05/24/2024","2,474.43","2,494.37","2,504.41","2,473.23","3.13B","-1.06%"
"05/23/2024","2,500.82","2,518.14","2,519.07","2,495.16","3.50B","-1.12%"
"05/22/2024","2,529.04","2,524.69","2,535.06","2,519.03","3.81B","0.15%"
"05/21/2024","2,525.23","2,526.94","2,531.63","2,518.27","3.31B","-0.30%"
"05/20/2024","2,532.82","2,529.92","2,544.52","2,524.19","4.67B","0.34%"
"05/17/2024","2,524.17","2,492.57","2,524.18","2,485.82","4.42B","1.40%"
"05/16/2024","2,489.41","2,484.27","2,498.89","2,475.84","3.92B","0.49%"
"05/15/2024","2,477.39","2,494.76","2,498.95","2,475.96","2.95B","-0.77%"
"05/14/2024","2,496.74","2,507.20","2,510.42","2,491.25","3.39B","-0.39%"
"05/13/2024","2,506.46","2,499.69","2,512.24","2,487.65","4.10B","-0.08%"
"05/10/2024","2,508.58","2,508.06","2,515.02","2,492.36","4.05B","0.27%"
"05/09/2024","2,501.73","2,483.66","2,506.28","2,483.66","3.77B","0.63%"
"05/08/2024","2,486.02","2,495.62","2,497.15","2,484.38","3.23B","-0.55%"
"05/07/2024","2,499.77","2,496.01","2,504.03","2,489.37","3.80B","0.16%"
"05/06/2024","2,495.76","2,495.47","2,505.60","2,487.32","5.60B","1.28%"
"04/30/2024","2,464.24","2,473.51","2,484.10","2,464.24","4.68B","-0.41%"
"04/29/2024","2,474.34","2,458.18","2,492.93","2,453.48","5.34B","0.51%"
"04/26/2024","2,461.86","2,432.76","2,467.27","2,432.76","4.78B","1.24%"
"04/25/2024","2,431.62","2,419.50","2,437.31","2,411.57","2.83B","0.31%"
"04/24/2024","2,424.12","2,422.63","2,426.96","2,406.88","2.94B","0.43%"
"04/23/2024","2,413.74","2,420.62","2,426.89","2,409.95","3.79B","-0.45%"
"04/22/2024","2,424.75","2,433.18","2,450.26","2,422.77","4.04B","-0.24%"
"04/19/2024","2,430.58","2,433.98","2,444.02","2,424.17","3.89B","-0.60%"
"04/18/2024","2,445.20","2,430.70","2,468.36","2,429.63","4.66B","0.22%"
"04/17/2024","2,439.86","2,407.96","2,440.58","2,397.44","4.59B","1.14%"
"04/16/2024","2,412.32","2,414.76","2,429.39","2,398.43","4.70B","-0.48%"
"04/15/2024","2,424.02","2,367.86","2,424.93","2,367.76","5.01B","2.10%"
"04/12/2024","2,374.05","2,397.28","2,402.64","2,370.28","3.24B","-0.87%"
"04/11/2024","2,394.87","2,383.70","2,402.75","2,380.51","3.13B","-0.08%"
"04/10/2024","2,396.74","2,403.73","2,412.59","2,388.68","3.36B","-0.33%"
"04/09/2024","2,404.61","2,411.78","2,418.60","2,399.28","3.56B","-0.39%"
"04/08/2024","2,414.09","2,419.03","2,431.41","2,407.36","3.99B","-0.66%"
"04/03/2024","2,430.17","2,439.43","2,441.67","2,423.88","3.20B","-0.23%"
"04/02/2024","2,435.76","2,441.49","2,447.37","2,428.03","3.57B","-0.24%"
"04/01/2024","2,441.57","2,422.73","2,448.88","2,422.73","3.62B","1.10%"
"03/29/2024","2,414.92","2,399.46","2,418.56","2,399.28","3.41B","0.54%"
"03/28/2024","2,401.99","2,395.22","2,424.77","2,387.42","3.69B","0.13%"
"03/27/2024","2,398.94","2,408.91","2,421.13","2,398.94","3.21B","-0.61%"
"03/26/2024","2,413.74","2,404.21","2,415.71","2,398.60","3.14B","0.52%"
"03/25/2024","2,401.21","2,398.32","2,418.31","2,393.06","3.44B","-0.08%"
"03/22/2024","2,403.20","2,417.94","2,420.77","2,386.20","3.41B","-0.98%"
"03/21/2024","2,427.10","2,432.93","2,441.27","2,424.88","2.92B","0.03%"
"03/20/2024","2,426.46","2,412.61","2,430.72","2,408.48","3.08B","0.40%"
"03/19/2024","2,416.83","2,430.30","2,441.60","2,416.03","3.43B","-0.88%"
"03/18/2024","2,438.19","2,424.92","2,438.83","2,419.88","3.70B","0.45%"
"03/15/2024","2,427.20","2,417.57","2,430.59","2,409.61","3.30B","0.14%"
"03/14/2024","2,423.86","2,431.77","2,446.88","2,415.06","3.69B","-0.15%"
"03/13/2024","2,427.60","2,445.80","2,445.80","2,419.45","3.69B","-0.93%"
"03/12/2024","2,450.47","2,443.23","2,458.92","2,436.08","5.06B","0.30%"
"03/11/2024","2,443.11","2,426.73","2,443.11","2,418.34","3.92B","0.70%"
"03/08/2024","2,426.17","2,423.14","2,433.33","2,410.15","3.49B","-0.03%"
"03/07/2024","2,426.97","2,430.42","2,446.30","2,418.13","3.83B","-0.29%"
"03/06/2024","2,434.12","2,443.85","2,450.43","2,433.07","3.88B","-0.50%"
"03/05/2024","2,446.42","2,410.46","2,450.06","2,407.05","4.40B","1.15%"
"03/04/2024","2,418.58","2,412.08","2,422.82","2,404.92","4.03B","0.15%"
"03/01/2024","2,414.84","2,408.30","2,420.38","2,397.64","3.44B","0.07%"
"02/29/2024","2,413.14","2,378.14","2,413.14","2,378.14","3.52B","1.15%"
"02/28/2024","2,385.61","2,405.88","2,417.33","2,385.61","4.48B","-0.81%"
"02/27/2024","2,405.06","2,383.14","2,405.06","2,381.57","3.36B","0.48%"
"02/26/2024","2,393.55","2,427.23","2,430.97","2,388.39","4.13B","-1.64%"
"02/23/2024","2,433.41","2,431.87","2,447.80","2,424.17","4.01B","0.01%"
"02/22/2024","2,433.08","2,403.88","2,433.23","2,403.00","3.76B","0.95%"
"02/21/2024","2,410.23","2,359.18","2,439.21","2,355.40","5.00B","1.74%"
"02/20/2024","2,369.08","2,367.92","2,372.86","2,353.97","3.75B","-0.10%"
"02/19/2024","2,371.55","2,368.45","2,371.55","2,348.41","5.22B","0.81%"
"02/08/2024","2,352.58","2,345.08","2,355.77","2,330.83","5.05B","0.36%"
"02/07/2024","2,344.15","2,323.12","2,344.79","2,305.51","6.48B","1.09%"
"02/06/2024","2,318.84","2,250.11","2,321.45","2,246.82","5.84B","2.82%"
"02/05/2024","2,255.28","2,221.94","2,270.37","2,203.07","5.93B","1.18%"
"02/02/2024","2,229.01","2,252.65","2,264.06","2,184.77","5.06B","-0.86%"
"02/01/2024","2,248.27","2,245.48","2,270.07","2,238.71","3.99B","-0.27%"
"01/31/2024","2,254.30","2,261.12","2,273.10","2,243.90","4.29B","-0.73%"
"01/30/2024","2,270.98","2,292.22","2,303.72","2,270.98","4.33B","-1.45%"
"01/29/2024","2,304.44","2,312.70","2,327.36","2,304.44","5.95B","-0.43%"
"01/26/2024","2,314.37","2,303.32","2,323.35","2,295.96","5.83B","0.07%"
"01/25/2024","2,312.85","2,264.02","2,314.50","2,261.37","6.19B","2.31%"
"01/24/2024","2,260.56","2,238.33","2,264.52","2,209.51","4.42B","1.54%"
"01/23/2024","2,226.37","2,220.50","2,239.65","2,204.37","3.40B","-0.19%"
"01/22/2024","2,230.61","2,237.77","2,257.59","2,206.76","4.48B","-0.58%"
"01/19/2024","2,243.54","2,227.73","2,250.61","2,218.17","3.59B","0.23%"
"01/18/2024","2,238.46","2,191.89","2,242.33","2,163.87","5.49B","1.78%"
"01/17/2024","2,199.26","2,241.02","2,242.61","2,199.26","3.06B","-2.21%"
"01/16/2024","2,248.98","2,231.82","2,249.05","2,223.44","2.88B","0.47%"
"01/15/2024","2,238.50","2,227.36","2,256.80","2,225.24","2.37B","0.06%"
"01/12/2024","2,237.21","2,231.29","2,250.73","2,229.59","2.59B","-0.13%"
"01/11/2024","2,240.11","2,234.82","2,251.08","2,226.28","3.05B","0.22%"
"01/10/2024","2,235.21","2,239.03","2,257.85","2,233.18","2.57B","-0.46%"
"01/09/2024","2,245.62","2,243.41","2,251.54","2,234.91","3.03B","0.08%"
"01/08/2024","2,243.84","2,265.24","2,272.04","2,240.56","3.15B","-1.09%"
"01/05/2024","2,268.54","2,272.94","2,295.60","2,256.60","3.56B","-0.46%"
"01/04/2024","2,279.04","2,293.46","2,296.11","2,260.35","3.21B","-0.69%"
"01/03/2024","2,294.84","2,287.75","2,299.68","2,283.59","2.93B","0.11%"
"01/02/2024","2,292.23","2,316.43","2,316.74","2,292.23","3.14B","-1.46%"
"12/29/2023","2,326.17","2,314.07","2,327.68","2,309.43","3.04B","0.37%"
"12/28/2023","2,317.70","2,267.06","2,322.05","2,265.23","4.29B","2.26%"
"12/27/2023","2,266.54","2,263.49","2,271.23","2,250.01","2.68B","0.19%"
"12/26/2023","2,262.21","2,273.05","2,273.05","2,255.35","1.99B","-0.47%"
"12/25/2023","2,272.96","2,266.39","2,276.13","2,263.60","1.94B","0.11%"
"12/22/2023","2,270.50","2,262.16","2,282.77","2,251.45","2.96B","0.40%"
"12/21/2023","2,261.38","2,228.77","2,266.77","2,227.97","2.87B","1.06%"
"12/20/2023","2,237.58","2,253.68","2,258.49","2,236.88","2.50B","-0.87%"
"12/19/2023","2,257.21","2,248.45","2,264.29","2,238.87","2.21B","0.27%"
"12/18/2023","2,251.23","2,237.01","2,260.35","2,227.98","2.59B","0.26%"
"12/15/2023","2,245.29","2,262.04","2,283.54","2,244.80","2.75B","-0.21%"
"12/14/2023","2,249.94","2,274.25","2,280.85","2,249.39","2.06B","-0.49%"
"12/13/2023","2,261.02","2,298.27","2,298.27","2,260.60","2.49B","-1.91%"
"12/12/2023","2,305.14","2,285.21","2,306.04","2,282.09","2.88B","0.54%"
"12/11/2023","2,292.68","2,264.99","2,299.66","2,244.28","3.50B","0.48%"
"12/08/2023","2,281.65","2,274.18","2,287.09","2,269.28","3.35B","0.30%"
"12/07/2023","2,274.83","2,280.09","2,284.94","2,259.82","2.60B","-0.40%"
"12/06/2023","2,284.06","2,281.73","2,298.29","2,275.28","3.07B","-0.11%"
"12/05/2023","2,286.58","2,327.34","2,327.34","2,285.96","2.52B","-2.03%"
"12/04/2023","2,333.88","2,351.31","2,353.00","2,332.85","2.30B","-0.77%"
"12/01/2023","2,352.00","2,362.63","2,362.63","2,330.74","2.84B","-0.59%"
"11/30/2023","2,366.00","2,358.21","2,370.95","2,354.69","2.56B","0.33%"
"11/29/2023","2,358.12","2,374.03","2,374.36","2,351.10","2.57B","-0.55%"
"11/28/2023","2,371.21","2,368.92","2,374.97","2,361.74","2.01B","0.02%"
"11/27/2023","2,370.72","2,387.98","2,387.98","2,357.09","2.68B","-0.85%"
"11/24/2023","2,391.02","2,403.92","2,403.92","2,390.17","2.02B","-0.59%"
"11/23/2023","2,405.17","2,393.49","2,407.20","2,386.58","1.98B","0.34%"
"11/22/2023","2,396.90","2,408.98","2,414.24","2,396.90","2.17B","-0.80%"
"11/21/2023","2,416.24","2,415.13","2,432.77","2,412.01","2.65B","0.48%"
"11/20/2023","2,404.77","2,399.76","2,413.31","2,383.56","2.12B","0.27%"
"11/17/2023","2,398.20","2,396.59","2,401.79","2,379.33","2.23B","-0.25%"
"11/16/2023","2,404.32","2,422.85","2,425.30","2,402.11","2.22B","-0.94%"
"11/15/2023","2,427.12","2,428.82","2,431.83","2,419.64","2.46B","0.86%"
"11/14/2023","2,406.40","2,410.48","2,419.22","2,397.18","2.34B","-0.05%"
"11/13/2023","2,407.59","2,415.96","2,421.17","2,396.31","2.35B","-0.27%"
"11/10/2023","2,414.02","2,424.49","2,428.12","2,409.04","2.45B","-0.91%"
"11/09/2023","2,436.23","2,428.51","2,444.35","2,427.64","2.84B","-0.02%"
"11/08/2023","2,436.70","2,436.87","2,448.87","2,426.20","2.54B","-0.30%"
"11/07/2023","2,443.97","2,450.27","2,450.38","2,436.38","2.54B","-0.52%"
"11/06/2023","2,456.77","2,452.84","2,460.76","2,443.39","3.94B","0.81%"
"11/03/2023","2,436.94","2,419.69","2,443.30","2,418.92","2.44B","0.81%"
"11/02/2023","2,417.46","2,429.72","2,440.34","2,416.66","2.53B","-0.14%"
"11/01/2023","2,420.73","2,456.38","2,456.38","2,416.68","2.60B","0.38%"
"10/31/2023","2,411.48","2,409.90","2,416.57","2,400.26","3.14B","-0.11%"
"10/30/2023","2,414.16","2,406.95","2,420.98","2,403.27","3.97B","-0.03%"
"10/27/2023","2,414.91","2,383.99","2,426.80","2,380.34","3.16B","0.88%"
"10/26/2023","2,393.73","2,375.04","2,394.99","2,372.54","2.85B","0.31%"
"10/25/2023","2,386.30","2,402.75","2,408.89","2,383.10","4.00B","0.33%"
"10/24/2023","2,378.44","2,374.87","2,382.73","2,355.59","3.15B","0.36%"
"10/23/2023","2,369.93","2,380.30","2,390.80","2,351.45","2.65B","-0.81%"
"10/20/2023","2,389.22","2,394.62","2,402.79","2,379.74","2.79B","-0.53%"
"10/19/2023","2,401.93","2,450.17","2,450.18","2,400.19","3.11B","-2.65%"
"10/18/2023","2,467.19","2,471.59","2,478.68","2,463.66","2.46B","-0.47%"
"10/17/2023","2,478.90","2,474.12","2,480.94","2,462.37","2.35B","0.42%"
"10/16/2023","2,468.44","2,490.92","2,491.62","2,461.38","2.51B","-0.83%"
"10/13/2023","2,489.13","2,495.15","2,499.07","2,482.89","2.58B","-1.00%"
"10/12/2023","2,514.39","2,518.83","2,524.20","2,504.37","3.37B","0.94%"
"10/11/2023","2,490.85","2,497.56","2,502.63","2,486.37","2.64B","0.34%"
"10/10/2023","2,482.53","2,510.51","2,513.85","2,481.39","2.87B","-0.68%"
"10/09/2023","2,499.57","2,497.47","2,504.02","2,474.81","2.76B","-0.30%"
"09/28/2023","2,507.09","2,530.23","2,531.07","2,504.21","2.49B","-0.52%"
"09/27/2023","2,520.14","2,515.82","2,538.68","2,514.23","2.75B","0.27%"
"09/26/2023","2,513.41","2,526.35","2,534.20","2,512.03","2.33B","-0.62%"
"09/25/2023","2,529.15","2,548.89","2,548.89","2,526.07","2.56B","-0.86%"
"09/22/2023","2,550.98","2,498.24","2,550.98","2,489.32","3.30B","2.21%"
"09/21/2023","2,495.74","2,515.47","2,519.91","2,495.74","2.39B","-1.02%"
"09/20/2023","2,521.56","2,527.75","2,529.02","2,519.13","2.29B","-0.42%"
"09/19/2023","2,532.28","2,529.48","2,533.79","2,517.40","2.29B","0.02%"
"09/18/2023","2,531.90","2,509.15","2,532.43","2,503.02","2.54B","0.67%"
"09/15/2023","2,514.98","2,538.26","2,546.42","2,508.24","3.37B","-0.63%"
"09/14/2023","2,530.98","2,529.19","2,539.67","2,519.40","3.12B","0.26%"
"09/13/2023","2,524.54","2,536.39","2,543.12","2,510.09","2.42B","-0.29%"
"09/12/2023","2,531.83","2,533.60","2,538.69","2,527.34","2.06B","-0.17%"
"09/11/2023","2,536.17","2,519.30","2,550.01","2,519.30","2.45B","0.64%"
"09/08/2023","2,519.97","2,527.46","2,529.85","2,512.41","1.80B","-0.56%"
"09/07/2023","2,534.16","2,552.36","2,552.86","2,531.10","2.52B","-0.98%"
"09/06/2023","2,559.36","2,553.59","2,564.43","2,544.60","2.39B","-0.09%"
"09/05/2023","2,561.79","2,569.76","2,569.76","2,557.97","2.67B","-0.61%"
"09/04/2023","2,577.47","2,550.17","2,583.67","2,547.59","4.07B","1.79%"
"09/01/2023","2,532.25","2,520.70","2,544.05","2,520.70","2.91B","0.87%"
"08/31/2023","2,510.46","2,526.69","2,532.17","2,505.83","2.97B","-0.48%"
"08/30/2023","2,522.54","2,540.84","2,540.84","2,518.66","3.58B","-0.26%"
"08/29/2023","2,529.22","2,512.32","2,546.69","2,511.79","3.99B","0.44%"
"08/28/2023","2,518.19","2,612.31","2,612.98","2,507.98","5.45B","1.32%"
"08/25/2023","2,485.33","2,468.74","2,502.19","2,466.55","3.01B","0.18%"
"08/24/2023","2,480.75","2,468.32","2,497.19","2,466.86","3.67B","0.79%"
"08/23/2023","2,461.19","2,491.37","2,498.32","2,459.33","2.97B","-1.31%"
"08/22/2023","2,493.76","2,485.56","2,505.03","2,464.28","4.13B","0.75%"
"08/21/2023","2,475.09","2,498.13","2,508.96","2,475.09","2.86B","-1.30%"
"08/18/2023","2,507.58","2,537.14","2,545.80","2,507.58","2.63B","-1.14%"
"08/17/2023","2,536.49","2,516.75","2,540.54","2,507.90","2.48B","0.22%"
"08/16/2023","2,530.81","2,533.90","2,549.94","2,529.43","2.56B","-0.61%"
"08/15/2023","2,546.44","2,550.94","2,556.00","2,522.24","2.79B","-0.11%"
"08/14/2023","2,549.28","2,538.85","2,554.39","2,526.07","3.35B","-0.76%"
"08/11/2023","2,568.90","2,630.99","2,631.80","2,568.90","3.60B","-2.30%"
"08/10/2023","2,629.44","2,623.80","2,632.57","2,609.82","2.46B","0.03%"
"08/09/2023","2,628.70","2,623.15","2,638.09","2,622.06","2.40B","-0.10%"
"08/08/2023","2,631.38","2,625.67","2,646.60","2,610.81","2.74B","-0.12%"
"08/07/2023","2,634.58","2,635.78","2,636.69","2,622.67","3.17B","-0.54%"
"08/04/2023","2,648.84","2,664.59","2,680.74","2,646.15","4.82B","0.14%"
"08/03/2023","2,645.15","2,617.79","2,647.36","2,612.40","3.40B","0.93%"
"08/02/2023","2,620.68","2,635.55","2,651.18","2,612.35","3.71B","-0.95%"
"08/01/2023","2,645.89","2,652.24","2,670.25","2,636.15","3.92B","-0.28%"
"07/31/2023","2,653.37","2,666.49","2,700.74","2,644.09","5.17B","0.24%"
"07/28/2023","2,647.03","2,564.87","2,653.26","2,563.16","4.86B","2.78%"
"07/27/2023","2,575.36","2,580.24","2,596.33","2,569.10","2.98B","-0.04%"
"07/26/2023","2,576.39","2,574.81","2,581.25","2,564.89","2.61B","-0.08%"
"07/25/2023","2,578.35","2,539.48","2,578.96","2,539.48","4.04B","3.13%"
"07/24/2023","2,500.00","2,492.22","2,509.78","2,492.19","1.91B","-0.37%"
"07/21/2023","2,509.29","2,501.40","2,527.28","2,496.81","2.24B","0.10%"
"07/20/2023","2,506.86","2,523.27","2,535.61","2,503.48","2.45B","-0.41%"
"07/19/2023","2,517.11","2,506.42","2,518.90","2,503.34","2.21B","0.22%"
"07/18/2023","2,511.64","2,520.62","2,520.62","2,503.52","2.67B","-0.36%"
"07/17/2023","2,520.79","2,535.64","2,535.64","2,511.36","3.17B","-1.07%"
"07/14/2023","2,547.94","2,554.64","2,556.85","2,543.18","3.64B","0.06%"
"07/13/2023","2,546.38","2,519.38","2,547.78","2,519.38","3.44B","1.31%"
"07/12/2023","2,513.42","2,516.68","2,529.53","2,510.16","3.03B","-0.20%"
"07/11/2023","2,518.53","2,513.71","2,521.05","2,504.20","2.28B","0.61%"
"07/10/2023","2,503.28","2,501.53","2,520.15","2,495.87","2.45B","0.55%"
"07/07/2023","2,489.54","2,493.49","2,500.58","2,484.89","2.40B","-0.47%"
"07/06/2023","2,501.32","2,513.43","2,525.56","2,495.91","2.65B","-0.75%"
"07/05/2023","2,520.18","2,533.19","2,537.19","2,514.09","3.08B","-0.69%"
"07/04/2023","2,537.60","2,532.59","2,539.82","2,525.38","3.13B","0.12%"
"07/03/2023","2,534.47","2,496.92","2,537.69","2,496.43","3.46B","1.70%"
"06/30/2023","2,492.10","2,484.65","2,508.25","2,482.49","2.41B","0.05%"
"06/29/2023","2,490.90","2,510.89","2,513.55","2,490.64","2.43B","-0.79%"
"06/28/2023","2,510.72","2,501.16","2,511.62","2,491.25","2.79B","0.16%"
"06/27/2023","2,506.60","2,490.98","2,513.98","2,481.75","3.24B","0.72%"
"06/26/2023","2,488.74","2,500.85","2,503.11","2,482.61","3.19B","-1.20%"
"06/21/2023","2,519.08","2,536.95","2,548.93","2,519.08","3.24B","-1.11%"
"06/20/2023","2,547.25","2,558.10","2,564.54","2,544.05","2.87B","-0.52%"
"06/19/2023","2,560.53","2,591.33","2,591.33","2,556.89","3.65B","-1.55%"
"06/16/2023","2,600.92","2,581.97","2,604.63","2,581.77","3.59B","0.94%"
"06/15/2023","2,576.74","2,547.49","2,576.74","2,546.21","3.25B","1.37%"
"06/14/2023","2,541.81","2,549.67","2,564.34","2,540.58","3.39B","-0.12%"
"06/13/2023","2,544.95","2,535.99","2,547.85","2,523.97","2.93B","0.11%"
"06/12/2023","2,542.20","2,536.38","2,553.99","2,524.31","3.62B","-0.07%"
"06/09/2023","2,543.93","2,541.03","2,550.59","2,536.18","2.96B","0.15%"
"06/08/2023","2,540.06","2,512.45","2,549.32","2,504.10","2.90B","1.14%"
"06/07/2023","2,511.39","2,528.85","2,537.23","2,506.20","2.35B","-0.31%"
"06/06/2023","2,519.19","2,528.17","2,560.06","2,516.47","3.08B","-0.36%"
"06/05/2023","2,528.40","2,540.02","2,542.48","2,522.71","2.97B","-0.60%"
"06/02/2023","2,543.58","2,511.69","2,547.09","2,511.33","3.04B","1.73%"
"06/01/2023","2,500.34","2,487.76","2,522.86","2,487.76","3.25B","0.28%"
"05/31/2023","2,493.35","2,524.79","2,525.11","2,485.86","3.08B","-1.65%"
"05/30/2023","2,535.14","2,546.17","2,553.95","2,508.29","3.19B","-0.52%"
"05/29/2023","2,548.29","2,565.59","2,566.83","2,537.00","2.94B","-0.44%"
"05/26/2023","2,559.61","2,562.55","2,569.23","2,536.26","2.40B","-0.19%"
"05/25/2023","2,564.50","2,567.45","2,572.19","2,544.27","3.18B","-0.50%"
"05/24/2023","2,577.34","2,615.57","2,615.57","2,576.83","3.69B","-1.54%"
"05/23/2023","2,617.54","2,657.92","2,662.39","2,617.54","3.05B","-1.55%"
"05/22/2023","2,658.79","2,630.11","2,669.23","2,628.76","2.81B","0.96%"
"05/19/2023","2,633.39","2,632.59","2,649.69","2,614.96","2.98B","-0.41%"
"05/18/2023","2,644.22","2,653.01","2,665.28","2,634.61","3.20B","-0.19%"
"05/17/2023","2,649.36","2,666.04","2,673.02","2,642.63","2.62B","-0.79%"
"05/16/2023","2,670.45","2,681.39","2,685.57","2,661.95","3.39B","-0.25%"
"05/15/2023","2,677.04","2,628.46","2,677.26","2,619.56","4.46B","1.75%"
"05/12/2023","2,630.95","2,662.80","2,668.88","2,630.29","3.49B","-1.32%"
"05/11/2023","2,666.06","2,682.38","2,688.69","2,663.54","3.30B","-0.29%"
"05/10/2023","2,673.91","2,698.77","2,706.20","2,669.73","5.45B","-1.11%"
"05/09/2023","2,703.94","2,723.19","2,751.44","2,702.77","6.88B","-0.60%"
"05/08/2023","2,720.32","2,694.57","2,727.73","2,685.52","6.39B","1.31%"
"05/05/2023","2,685.17","2,698.59","2,706.33","2,672.03","4.68B","-0.28%"
"05/04/2023","2,692.69","2,663.45","2,696.59","2,654.23","5.41B","0.56%"
"04/28/2023","2,677.76","2,653.14","2,683.47","2,653.14","4.05B","1.03%"
"04/27/2023","2,650.57","2,618.46","2,658.78","2,612.92","3.62B","1.24%"
"04/26/2023","2,617.98","2,614.96","2,627.58","2,605.18","3.70B","-0.05%"
"04/25/2023","2,619.23","2,621.02","2,629.73","2,596.56","3.95B","0.03%"
"04/24/2023","2,618.48","2,655.08","2,656.67","2,611.38","3.74B","-1.35%"
"04/21/2023","2,654.21","2,703.40","2,703.40","2,652.26","3.73B","-1.87%"
"04/20/2023","2,704.86","2,718.24","2,721.20","2,693.26","3.59B","-0.58%"
"04/19/2023","2,720.72","2,746.06","2,746.06","2,716.75","3.29B","-0.86%"
"04/18/2023","2,744.45","2,724.49","2,753.81","2,722.61","3.96B","0.42%"
"04/17/2023","2,732.97","2,680.63","2,732.97","2,678.14","4.54B","2.01%"
"04/14/2023","2,679.01","2,679.13","2,692.46","2,668.81","3.09B","0.34%"
"04/13/2023","2,670.01","2,659.94","2,675.00","2,652.96","3.61B","0.16%"
"04/12/2023","2,665.77","2,684.05","2,684.44","2,663.20","3.50B","-0.53%"
"04/11/2023","2,680.04","2,690.63","2,694.32","2,671.95","3.41B","-0.18%"
"04/10/2023","2,684.91","2,690.43","2,690.43","2,671.52","3.23B","0.00%"
"04/07/2023","2,684.86","2,667.14","2,692.51","2,663.61","2.42B","0.69%"
"04/06/2023","2,666.45","2,668.13","2,672.72","2,659.91","2.96B","-0.35%"
"04/04/2023","2,675.92","2,668.40","2,676.06","2,657.86","3.95B","0.38%"
"04/03/2023","2,665.72","2,667.18","2,673.66","2,655.07","3.53B","0.14%"
"03/31/2023","2,661.92","2,670.95","2,681.82","2,657.77","2.89B","-0.09%"
"03/30/2023","2,664.21","2,639.36","2,665.34","2,628.10","3.36B","1.06%"
"03/29/2023","2,636.22","2,655.41","2,658.13","2,632.84","2.69B","-0.10%"
"03/28/2023","2,638.74","2,646.98","2,653.57","2,633.92","2.72B","-0.03%"
"03/27/2023","2,639.62","2,652.79","2,652.79","2,626.58","3.40B","-0.51%"
"03/24/2023","2,653.28","2,664.53","2,664.53","2,648.34","3.07B","-0.58%"
"03/23/2023","2,668.67","2,641.82","2,668.67","2,641.07","2.88B","0.65%"
"03/22/2023","2,651.53","2,652.71","2,666.70","2,643.13","2.61B","0.31%"
"03/21/2023","2,643.36","2,623.58","2,648.05","2,622.85","3.12B","1.02%"
"03/20/2023","2,616.75","2,632.25","2,644.83","2,614.28","4.29B","-0.45%"
"03/17/2023","2,628.59","2,644.95","2,672.29","2,620.43","4.37B","0.22%"
"03/16/2023","2,622.82","2,627.04","2,647.53","2,621.72","3.95B","-0.97%"
"03/15/2023","2,648.39","2,666.94","2,674.08","2,647.96","3.33B","0.12%"
"03/14/2023","2,645.11","2,658.28","2,658.28","2,627.00","3.30B","-0.71%"
"03/13/2023","2,664.04","2,637.82","2,672.01","2,637.71","3.42B","1.05%"
"03/10/2023","2,636.39","2,648.81","2,667.96","2,636.01","2.88B","-1.33%"
"03/09/2023","2,671.84","2,694.15","2,697.25","2,660.62","2.73B","-0.75%"
"03/08/2023","2,691.93","2,698.59","2,699.88","2,679.17","2.95B","-0.78%"
"03/07/2023","2,713.17","2,741.79","2,761.35","2,711.25","5.51B","-1.13%"
"03/06/2023","2,744.14","2,773.27","2,774.00","2,734.96","3.83B","-1.09%"
"03/03/2023","2,774.51","2,778.89","2,784.13","2,757.69","4.04B","0.20%"
"03/02/2023","2,769.11","2,766.08","2,782.79","2,762.11","3.37B","-0.16%"
"03/01/2023","2,773.65","2,736.05","2,783.32","2,729.80","3.59B","1.33%"
"02/28/2023","2,737.15","2,730.52","2,740.22","2,703.26","2.42B","0.50%"
"02/27/2023","2,723.58","2,713.43","2,738.12","2,712.79","2.23B","-0.15%"
"02/24/2023","2,727.59","2,762.79","2,764.65","2,722.18","2.51B","-1.44%"
"02/23/2023","2,767.54","2,770.72","2,790.89","2,757.49","2.31B","-0.07%"
"02/22/2023","2,769.34","2,786.72","2,795.24","2,766.36","2.13B","-1.17%"
"02/21/2023","2,802.14","2,785.99","2,805.71","2,779.18","3.56B","0.49%"
"02/20/2023","2,788.40","2,720.05","2,790.98","2,717.50","3.85B","2.73%"
"02/17/2023","2,714.29","2,737.01","2,759.52","2,712.50","2.70B","-1.04%"
"02/16/2023","2,742.80","2,754.95","2,787.16","2,725.84","3.26B","-0.35%"
"02/15/2023","2,752.34","2,776.01","2,780.59","2,746.28","2.39B","-0.89%"
"02/14/2023","2,776.98","2,770.24","2,776.98","2,760.59","2.23B","0.33%"
"02/13/2023","2,767.79","2,739.72","2,772.05","2,733.21","3.01B","0.77%"
"02/10/2023","2,746.72","2,757.53","2,757.53","2,738.61","1.85B","-0.55%"
"02/09/2023","2,761.87","2,725.20","2,765.62","2,723.56","1.98B","1.12%"
"02/08/2023","2,731.25","2,744.49","2,758.04","2,727.77","2.01B","-0.34%"
"02/07/2023","2,740.44","2,744.70","2,752.79","2,730.83","2.07B","0.20%"
"02/06/2023","2,735.00","2,744.70","2,744.70","2,716.73","2.63B","-1.43%"
"02/03/2023","2,774.80","2,795.11","2,795.11","2,753.06","3.10B","-1.32%"
"02/02/2023","2,811.85","2,828.53","2,828.53","2,798.35","3.41B","-0.32%"
"02/01/2023","2,820.87","2,819.18","2,820.87","2,780.89","3.76B","0.46%"
"01/31/2023","2,807.95","2,842.52","2,853.90","2,804.98","3.00B","-1.10%"
